DW_CATEGORIA;id_categoria;id_subcategoria;ds_categoria;ds_subcategoria
1734320099c362fb6843c04f2dabc79859622bc2307cb74d7cd87996c5d92993;27;1566;Categoria - 027;Sub-categoria - 01566
209c79a612d9f2a9dd1b3e94479e83d5d8a0d4715965e915d6316ec761266527;9;935;Categoria - 009;Sub-categoria - 00935
1f3befeb86b15905f638f14a55e7800fa02fe76a79eb526e758ecec36c7d4572;35;3069;Categoria - 035;Sub-categoria - 03069
dc20e5c7306544fa877d90cb0b31a80b672f7d600de8784a2ecb19f55e6d8380;25;2253;Categoria - 025;Sub-categoria - 02253
f2a370cdd61682903702495b76ae5a032e3464194bb7b760b39b900838bcd424;9;2785;Categoria - 009;Sub-categoria - 02785
c731d81440facd937a2c830339a91fd6d652e1fbe24268002f98c0091a8b06ee;9;2819;Categoria - 009;Sub-categoria - 02819
957abbe79d5205da706499d9f234a707b556dfd6c58f2cee0fc71bb01cee8156;4;2778;Categoria - 004;Sub-categoria - 02778
35ef9649b0eaa5ac2ea2ddfa7ba72d356b14d3aab7bf31eb8113cddf47f43b89;9;425;Categoria - 009;Sub-categoria - 00425
bc999a4c67317868ec2cce2db331bed77448ad4b1ac40944db968366d67d6eee;17;516;Categoria - 017;Sub-categoria - 00516
aaadb9ce933d3ab989ce8712de542e20b34281fecbc3888b43bd766584819b2a;27;1302;Categoria - 027;Sub-categoria - 01302
837034135b4f6f9985a91308ae4d061e2a662029d8325c9d29aacfd1bd0f567b;27;2854;Categoria - 027;Sub-categoria - 02854
1f60cdc4589b8e8db6e4946d952ed3a37e788f60a9af9831c007a48b87205020;4;2993;Categoria - 004;Sub-categoria - 02993
ec1eab20c7340848d434ab61753938cfe10bc3bf2ea78256329ab8d0fd6ca1d3;4;1819;Categoria - 004;Sub-categoria - 01819
527907e2cec37276f3f5b864a11e14f44738542849aa75efd77c7e6454cf47f6;17;1497;Categoria - 017;Sub-categoria - 01497
b3020962837e96c0655f65ad38fe6e57fd62eb2571535d8386c46c59c72fa08e;11;1030;Categoria - 011;Sub-categoria - 01030
b087f46900365787b08bc8b87acab2bc6d1584fb88891f2b3ca735d778606420;43;3532;Categoria - 043;Sub-categoria - 03532
641d7e9bc1b4f307b2e063f5a0460f8132c2bd0ed8d9115785a4ee95bac86ccf;34;2851;Categoria - 034;Sub-categoria - 02851
7c36db2386f8ce73d4f42c3d9f20ee9a37ee998309a137be75f2d3cbe73078a2;4;146;Categoria - 004;Sub-categoria - 00146
a1a6c98da73bed634d9bc3742777a67d889071452bf000b31b30ca47ef2a35fc;4;1921;Categoria - 004;Sub-categoria - 01921
3cdb762176fd516d24df3e032b7b2d72edfe8d8d1b7de1f976dfc2a4776c225f;9;1583;Categoria - 009;Sub-categoria - 01583
155cc47bcc66680f6fe51d08fd870508fdcdc6076f0652f923e76e4cd7d82346;15;1961;Categoria - 015;Sub-categoria - 01961
9b3818d9cc3e5d6ddba972700effdb02f4380ee6c113137e49bbe05cbb7e68a8;18;32;Categoria - 018;Sub-categoria - 00032
9011571b6d21e8c8f74b7bccbf167a1f9bbded6e8309c6978aa518c7306ce54c;32;3103;Categoria - 032;Sub-categoria - 03103
024a1612da3c0267c1ec0b0a9f6b7dee4c8fdedfa7354e60cba95663c99c3efe;21;2069;Categoria - 021;Sub-categoria - 02069
6ad5d39da84622d2e8971abc107cbf57408d5e3390a8ed8fa86ad3e414201a42;18;776;Categoria - 018;Sub-categoria - 00776
4209985d542a3e0aa464abe7caaf945b04ef27d4c2b1343d155ae2bae5e4e5bd;34;185;Categoria - 034;Sub-categoria - 00185
cab9df00af4e6da95d27d453d35ea3f619f7ecf16915618c624684a80d4dbc67;21;200;Categoria - 021;Sub-categoria - 00200
c5bfa48c69f08ac434d2e92ef9407bc5c602c63c87470a38898abc410bdcfae3;25;3215;Categoria - 025;Sub-categoria - 03215
f4c724ce520d9c2e0f443f5d480b14f697e22cb58e11870f1ff6935f81ca855b;43;2216;Categoria - 043;Sub-categoria - 02216
6032af5ea95a5358a01bfbc2e87c7afd558203bd1020fef1d24eabcf3c84374f;43;1830;Categoria - 043;Sub-categoria - 01830
998e724074d2ad82cbcfbdf4473118784f36dea6a02f1a91ff837595d3eabdf4;9;2303;Categoria - 009;Sub-categoria - 02303
740859af6b2ddf3ba5eade1cb0ccc029096a5d22ef469068b1f6fc44b25fdfd1;4;755;Categoria - 004;Sub-categoria - 00755
b113e6d57446277ca67f68ad47b66dc5f0f2ec8f85d1b0763ddeba4c67ef0230;4;3213;Categoria - 004;Sub-categoria - 03213
ae68967c2a33ca6d365ab75969b73ade4acb9bd818cb8fe0616ce640ce5312c0;9;1954;Categoria - 009;Sub-categoria - 01954
916907f1bd5d1faebe92b10d8d2e39237e2a6a221c8c7fa459b0a3b99d964a54;27;677;Categoria - 027;Sub-categoria - 00677
3c5feb61db8410780edfb7c9eb91f60567a73cd69ee5e38f5954b583c78685c1;34;1180;Categoria - 034;Sub-categoria - 01180
27772c3d2dbb8501aa856451fb76ac07d5b08d64537d761e978f1cd2ce448020;43;1303;Categoria - 043;Sub-categoria - 01303
3cbab64924e1c53a31991f816c2a3a89a8bf52a08cddf58471031c214e5eb78e;15;1808;Categoria - 015;Sub-categoria - 01808
9f07ac0c85c697259557c12aa9a0cd295729695cb1d3c7e0feb0f31b014a52ad;5;182;Categoria - 005;Sub-categoria - 00182
cd4157f660aac94d9bceacf49ed841bac0cecfbc0e7c8eefbfd28f3518072c82;27;767;Categoria - 027;Sub-categoria - 00767
29bcb742f233bfb6dbe2176db267c46d48417274f415f95d0bc03f7e9d71edde;34;401;Categoria - 034;Sub-categoria - 00401
40f5a2b540013d7190df57d8fa7c69b29e233266a696f928e828973854d93680;34;3625;Categoria - 034;Sub-categoria - 03625
abb59fc3fc2f7793d83057e8a13573bcb71c10f1ca3c08efb29462fdab02e664;43;903;Categoria - 043;Sub-categoria - 00903
b0fb8830fdc33d93bf1c5ca68335c7e08d3889a57de4de8ec0014abbffac939b;18;2964;Categoria - 018;Sub-categoria - 02964
e6b4cb9870d86c768519a8f5dbbd322cc99391acab5b851a52325375ebf5b46d;6;893;Categoria - 006;Sub-categoria - 00893
b9987ffc7cc386446897d7233fb3cf62062b6da7420c777a44ab8948b32db89b;25;334;Categoria - 025;Sub-categoria - 00334
7fec844a69c91dc5230963b618a984c57d1fb596028a188b7a965503b869d0fa;43;153;Categoria - 043;Sub-categoria - 00153
79820f417c295a5517ef3e0daaf09da125c743e2cd0959572291eb6cdb522ab3;27;886;Categoria - 027;Sub-categoria - 00886
118c8f8fd43667b02a9f3ca697476a70eadf4a3992dcefcb1ea72d7329da3e89;27;1162;Categoria - 027;Sub-categoria - 01162
d1af7f6302e591cf1ff33b516b6aeea7ad715a45f6e8045200be30f89003ca98;34;870;Categoria - 034;Sub-categoria - 00870
772a131a4c54b70228088e2a1e640f13662810e2daae9890f5b7be9270b37532;4;1353;Categoria - 004;Sub-categoria - 01353
42202e317d45927120bc470484980a256f9d29d83d9c4dee3264708f82e147fb;21;206;Categoria - 021;Sub-categoria - 00206
2f7768f7175d014518defb6cca4dc46705e727fb92360db651e8325f74281a8f;6;473;Categoria - 006;Sub-categoria - 00473
20402614487d0d88d041933fbb154e4221fb6845ce2e38a1a1a16785a1b0528f;27;567;Categoria - 027;Sub-categoria - 00567
6cef3a6603011e15e6578052469c824aac924c22ce9248bf915c0e9b08ad5b02;18;1898;Categoria - 018;Sub-categoria - 01898
2bfb7904329a2fc9527b700adabcf5f8366f5d99a24fffff96013a70f7fc2566;18;2810;Categoria - 018;Sub-categoria - 02810
0bc9edfb9e00b4dcda510c28dbd67016ac35b8610a58b1d79f5124c80c3800a1;4;2663;Categoria - 004;Sub-categoria - 02663
c5bd5d467c5954d1d74060dbe52ddba2ef4d400e713dd05de8e294592cfd9cd2;29;2010;Categoria - 029;Sub-categoria - 02010
aa3e2193c1fbc311991fb638e0b1f3ae27fd11ef39be7d42916669d2421bf82f;29;2232;Categoria - 029;Sub-categoria - 02232
f078bb5a6bb0657655b9a2c54ea99b688397cfc6fc1da0d8bf1a8d19d5ad9355;43;29;Categoria - 043;Sub-categoria - 00029
d764cd0095667359d723752dee13168fd34de25bb8da1750fbf70ee4098cb9e3;27;948;Categoria - 027;Sub-categoria - 00948
a7c384e2d0afaeb328fdf4dd5666f68f4e46af65f55b1f9d31b4f54a6e758ce5;25;2705;Categoria - 025;Sub-categoria - 02705
9b97e30c20b777b5d5bea56a2c5f63f05db249c05feef85f01abb83a2e53647c;4;3419;Categoria - 004;Sub-categoria - 03419
1cf08c31861b591e046a6fcd8ffd590dc137aa04d67304cdd454004d27302543;29;1445;Categoria - 029;Sub-categoria - 01445
d8720f042a768c46c587f546b185c86ca4cf09e8e4c703a459a092fd9f0dfe3e;17;1218;Categoria - 017;Sub-categoria - 01218
7fdd27fce3285d7aabb05c146ca7de5c79686d7e068f3b27ebabb0a723ab41d3;35;707;Categoria - 035;Sub-categoria - 00707
650424dd8040c7b04efa188c6612ee36fa30fd17abcd8c429deb66f8a1344e42;43;2247;Categoria - 043;Sub-categoria - 02247
6e4bfce3505339bce12caf429105771ed1892892ffcde678814ef7d7b8424ebe;18;3570;Categoria - 018;Sub-categoria - 03570
c05a2a3e8fbbf4938c83a89841554a77564785dc5f9c943ead5c1dc63a8b1eb0;10;1498;Categoria - 010;Sub-categoria - 01498
9c4f390f9176e34f1253dc4598d581646dd7b4d80a1f137572d0e4b9a0a257e9;26;2606;Categoria - 026;Sub-categoria - 02606
2c4a590eeb66bf9af86c951d206b7785edd5393fbfb3956ba7ac857580c299fe;4;341;Categoria - 004;Sub-categoria - 00341
5b22ce8b25032adbce9c7fbda9732396fedfdb1143c12ffbe816229081e2ed07;9;1267;Categoria - 009;Sub-categoria - 01267
4c6468f32dabd56ab6f055589edd2763058ffc65142c49189931de50f3eb6ae2;9;3271;Categoria - 009;Sub-categoria - 03271
3644fb9cf88c8f20bf11d7d3dbc793ffc5d83d98841291d0df476f0060d39212;24;2379;Categoria - 024;Sub-categoria - 02379
2a54e68832a95bf8b9245341c8ac9f2ea7b017170226800a2525f0596b6806aa;18;3475;Categoria - 018;Sub-categoria - 03475
654fea46189b7e5b4be355a6a86a4086af21cf9f7f1bac903a2176e3d905055b;26;2675;Categoria - 026;Sub-categoria - 02675
bf98e6161ed1aa37043bbeae858bd06fc67df33fa8ab630f029efaacdf08516d;27;2895;Categoria - 027;Sub-categoria - 02895
af4205e64a15066c632158c233113bf776d408a2a0f80cbe68037b33329e5c2a;9;246;Categoria - 009;Sub-categoria - 00246
fc8b992a134dfad4fed4a262fe45b5b101783f40a05c93e45ef65e3b365db363;4;2884;Categoria - 004;Sub-categoria - 02884
c6e66b1b7f3e014faddd254c4069f190f9c375cb75ce114652b4016b91a35770;21;2202;Categoria - 021;Sub-categoria - 02202
38246c3627e8fa95c5dcf5a7ff31ffa0f38219b41f7dd45102b53bd97a073daf;41;46;Categoria - 041;Sub-categoria - 00046
d5b28888559580fe840ecbee68871b06d9f52783ff25801b9347128717bdca3a;18;1818;Categoria - 018;Sub-categoria - 01818
2aa0f884be5aa45f82271f89baf85fe5382d0685e1dd6ce00b957185899ea869;4;100;Categoria - 004;Sub-categoria - 00100
8abdfbb601bd9d8039dc67eab2534e8a080c86b5a73f34130fc351c4a4af4dd1;29;1957;Categoria - 029;Sub-categoria - 01957
2b04e06f247406361e9fa3bcec378823f0b18f91cca75f4b9868f1ea21d72e48;18;3400;Categoria - 018;Sub-categoria - 03400
73c17afa0b3d16d70b3054f66a195d94f3f183683b6ed6a7d748dcd3bbce55f3;18;937;Categoria - 018;Sub-categoria - 00937
2d496849623c91e9966baf159385d3a88548b076789b6807317155f6c2021e7a;27;1337;Categoria - 027;Sub-categoria - 01337
644525cec47f125a98f5f103a6989da1726f5726874097f8f80d12a05e7dbd90;27;1010;Categoria - 027;Sub-categoria - 01010
87a6c145ca0fa5b2f5c13b6bb9f5c970c2924c988bfc25b59580a0302875fec3;18;3326;Categoria - 018;Sub-categoria - 03326
fcc40f9c42db766291d7b36dba1229bd0316ed3454d8f913d4a58bc2cbc27d16;24;1478;Categoria - 024;Sub-categoria - 01478
68f92c71da305ee4d68ead92b957326b50bf6716df8930eeca37c60fda9c3e73;6;2461;Categoria - 006;Sub-categoria - 02461
434b5cd28b74f50cbdd084cf149b5fbe97d5faf8190aebe2cda6b930004cad05;27;2876;Categoria - 027;Sub-categoria - 02876
66fe3da2be6cadccc56cb2e118715a58803efe8cc4c638b394e8a155b56c424f;4;2061;Categoria - 004;Sub-categoria - 02061
6ad629524b3ef6b33a8ab316258e35ffc8eb17dee60fbc8414de796b21b9cc54;21;1704;Categoria - 021;Sub-categoria - 01704
bb75e172d6b46519dd61a741e4464f035add42aea0f315a71569982483d826aa;43;2177;Categoria - 043;Sub-categoria - 02177
e3bbc660b4519e72a9b40369894d4291568e6caccd633b463eb6719c4a22d9a4;18;398;Categoria - 018;Sub-categoria - 00398
88a76220c2545337d7f6691d9111386aecc362bd6e792cca6fc5bd5e3fb6884c;4;2999;Categoria - 004;Sub-categoria - 02999
3ee86e68cbb0659429055d40608b006e693c3628529376ee19b7df2205a361c1;27;791;Categoria - 027;Sub-categoria - 00791
83ffd94a2ae613ba2544d6078b6945873aed281c6aac8cd8dc535c7cd0be299d;6;563;Categoria - 006;Sub-categoria - 00563
e2545172a4ca5996a77b98170d26642e2ac7e6e7bc55d09b2ad8f61475fbc7b1;27;2508;Categoria - 027;Sub-categoria - 02508
77bb61a8b72cf19f59e3f990f780e3bf701b3f4f320da892038a7318d2d83248;43;1295;Categoria - 043;Sub-categoria - 01295
4a2b99610ab0efa7a36154797994d760e35f2feff1e064604edaca409dd2f4b9;29;3386;Categoria - 029;Sub-categoria - 03386
f221fb84f63fe39f7c2316ee61440a988c6e2c112115a7159652c2e3cc2ea18a;18;698;Categoria - 018;Sub-categoria - 00698
f25ef8e3a118877df777e84a433d8684f9e744caec9b95ab22cfd9958cef0dcf;2;394;Categoria - 002;Sub-categoria - 00394
e22a3771795ad43e3bf1b73eeeafd090e9c702a38a1ba0c9a623620d0cb5f335;9;2452;Categoria - 009;Sub-categoria - 02452
a932f897c6279e38795f01ae74bd3fbfaa773a311a0941592288c699cab92eb7;29;1443;Categoria - 029;Sub-categoria - 01443
a605a7dfe04729a2796cfa6775dc34b649a6629856f49f271ea2e59126fb4759;17;2098;Categoria - 017;Sub-categoria - 02098
f6a47378eabd2520d6fc41bc1c960c6310d0bc851b119a7c5440f5b376f567d6;35;2909;Categoria - 035;Sub-categoria - 02909
248d722966b4527e5c280520f65ae6185690b8cad343fe006cc05aba98a7ebbf;27;1020;Categoria - 027;Sub-categoria - 01020
05446bce6c689e1738c91873ea453324fccc176270f8ee49762c5e870ad3dca0;27;1615;Categoria - 027;Sub-categoria - 01615
8de9e8dc47b6fa7db16d6fd23f8d4c3ec688b090619e018eedaecc33aff2d08b;29;3152;Categoria - 029;Sub-categoria - 03152
1714e1f1575ca152a3974ef392d4047d278d6c638caec0f102652bf58e8c147f;4;1418;Categoria - 004;Sub-categoria - 01418
8d9f0319643503b7b00c6e74eb83f26b5c500233a6ad2b3c6bb8261e122b96a9;17;1140;Categoria - 017;Sub-categoria - 01140
d4bbf8570b340bf727bad9afcf6ac27518f9eab7ad2c6ea98c79f34a7530144e;18;3563;Categoria - 018;Sub-categoria - 03563
ca2210f0ff19e0c1e635f1532fdd5bb3e249c60ba4d18fe08c4a3a9fd2b0008f;16;2107;Categoria - 016;Sub-categoria - 02107
79dda5e96a4626b46fdaf7edd0ec9a5e60b9d086a26962a78cee9e5fe5b8928f;43;992;Categoria - 043;Sub-categoria - 00992
57063e150dd425f145ed7dd261a27aba1e62c4372f2223e7868a2ca4e77fba8c;10;1269;Categoria - 010;Sub-categoria - 01269
a6ed98f3386a24032509a1eaa0a65942cc55c76874a8c0fde3d5bae22af2836f;34;3359;Categoria - 034;Sub-categoria - 03359
a3983e47dd7388e7ae046768f07225a960ce586e155f4b2b4a2cc4b38f590a56;29;664;Categoria - 029;Sub-categoria - 00664
3593b79dd61f3e6cfdf59f4f6863cb8fb1e3d824cbc6d8eeb14972cc0ba27cb4;18;2936;Categoria - 018;Sub-categoria - 02936
25f15d0b4549cd5e23f2c95cd6af82746957335e4116ad3ac0c16553c68b6d6c;1;508;Categoria - 001;Sub-categoria - 00508
42f8ff0402193fcd773e95f7ced6bc66fbbbd6e9b565ad3cdd39f1cf43b52d5a;28;2729;Categoria - 028;Sub-categoria - 02729
a0fd4925178a05c071fb9ce055ced08e800eb4dfb9064d61b2f8ae0b448c86ca;34;331;Categoria - 034;Sub-categoria - 00331
d2f491264923ae2d473e7b7bf53d80a33706b75b35037da3a1f1ca81ec622278;4;1994;Categoria - 004;Sub-categoria - 01994
ddf9cc8630dfe50e907fb002a2d59e080ba38ee3a0308c73313824aff677614a;14;2024;Categoria - 014;Sub-categoria - 02024
43ec71ec040819e7af296d94a48fcbc00bfc717f29d7e4187b206c19ea76792b;34;1518;Categoria - 034;Sub-categoria - 01518
14e18464d8dd029e7c9a2e1e6ba25384b7558046665a2cedf5df40099a5bba4d;21;2211;Categoria - 021;Sub-categoria - 02211
2245dfdc5a56b13e04149163ec89775fb443d6f82a385417bfb8748e59e1b9e2;18;2874;Categoria - 018;Sub-categoria - 02874
0a4c9d09b23c648de7a1b0e4c2a46c5afda8ba14af21763c5144000ba1d012cd;4;3194;Categoria - 004;Sub-categoria - 03194
06da51bc657dbd1805bc370504ed26ccc9d8dc2bf11b7959f62ce65110cf6638;41;3312;Categoria - 041;Sub-categoria - 03312
d04a08164930645388514b87c32ebd2e1ed72454934de9d88735eee89c6c5e71;29;2995;Categoria - 029;Sub-categoria - 02995
6ae74bdb07eef66d03e215466d13c61350ff2f9c8fa8a008361bddecd4437608;28;381;Categoria - 028;Sub-categoria - 00381
0c386dc1069d0cbb2049de1cb7c1acee924b7cb4f0c4395900102b86c8c08bb9;18;1543;Categoria - 018;Sub-categoria - 01543
d8d27478d9ba2e253d76af863af5698b8a4a21e6087f277dc04f09f295df14d4;4;3180;Categoria - 004;Sub-categoria - 03180
0dde332d9b1b81efadcf198ddd30b909f25b5d81de64908bf4b7ffc5cb2e840e;34;1997;Categoria - 034;Sub-categoria - 01997
c3f43ef7abe1903bb3b37b57fc5b0e5faa286c70dacc180479bc320329aedc93;4;314;Categoria - 004;Sub-categoria - 00314
b06f9f024de975c6ee88fb7f4918c39f3a8ff968c039aa0fda49d803bf59f1f3;29;2959;Categoria - 029;Sub-categoria - 02959
08349fc739122039dbd4a135cb18fecbfb096847e9fa3f5727ae2ff17ae9468c;43;697;Categoria - 043;Sub-categoria - 00697
cdec9d2c17a781ec820612dee7c0a927c0346f938276c049d3f2298d0ab7bcce;18;1891;Categoria - 018;Sub-categoria - 01891
431220a7572f81d39be6f3a66cf56f7e75a04d9e2498d0c3d30ac5b4c3d426da;27;2892;Categoria - 027;Sub-categoria - 02892
b09ad8192d043bdca054a87839be5761c5d5f6f46fa3cdc451b4b527af760a55;27;1784;Categoria - 027;Sub-categoria - 01784
3973a28a328c5452931810657c7e3716fb3bb2f6d3b0ec3892f1f8107ae367ab;18;1431;Categoria - 018;Sub-categoria - 01431
8f17afaf27f1408644704952ee2788df9b14e6fffd99fe09b2298e809f9e1a70;21;2188;Categoria - 021;Sub-categoria - 02188
dd54a74a0d11e93263419a22542e48d334e74a25c25be1c1c33e682eb75618ec;34;3313;Categoria - 034;Sub-categoria - 03313
4fa6daea930e47d53ebcf4731864ba3a3c5c0e7ee8cad52243104402bebbb85a;43;3125;Categoria - 043;Sub-categoria - 03125
1abd2cb8b560543ecb2c0c5b46c5b9c25ea3f23657250f3c918cb1d919551459;22;2235;Categoria - 022;Sub-categoria - 02235
ed3bb33004dedbdc87dfa309738f964d706cb2f9e995d4d43cfbae6244177502;29;2896;Categoria - 029;Sub-categoria - 02896
cc42ae965e63ad29dfa0df329461f292c2e9384a38bf0ff52072168ca952c3ff;9;852;Categoria - 009;Sub-categoria - 00852
afaa55c5ce5efa4e17f773f4501d55a901290abce5a9c4ddfe548c2f6350f280;21;284;Categoria - 021;Sub-categoria - 00284
0710fdd9159a0c4713d8007f9e045fe8e1db44c8035e827d0c944e9db739b046;18;3123;Categoria - 018;Sub-categoria - 03123
2098f86332889315c404fcdf8b4718740f1a6bd3648916bd7be32d2eebc0856c;23;2364;Categoria - 023;Sub-categoria - 02364
27447b5c79b0ec590e0ff8188d2140ca551d87dc1cb462694b18df5d9c62ef1e;21;1005;Categoria - 021;Sub-categoria - 01005
72b393cd8a243d5b7f1429f72bd6259ca76035c55045e7592ef68bd9cdc29fd8;25;3100;Categoria - 025;Sub-categoria - 03100
b3a2b9028b36059db1f01d035d968eaccc82f5cd6c09de4cc62530206fe12297;18;588;Categoria - 018;Sub-categoria - 00588
4a29c73dd6247b05dde1611fe978cb9d92143c33af11f1e14bb73c72775ef3d2;27;1524;Categoria - 027;Sub-categoria - 01524
cfb86c3f100cefd5f446c73f49fa53a2dc50851732290d902c0e395317170186;34;259;Categoria - 034;Sub-categoria - 00259
f9e02ee55cd82e4406a5d00c94a7c584e96c5093a9f46a6aa481bd96293e7241;4;2201;Categoria - 004;Sub-categoria - 02201
fd586cde986679b12119369b3c1b266751480fefa3806a2467b83de77452c35d;15;3008;Categoria - 015;Sub-categoria - 03008
e79ff1b24842eea64ba693827a780ee679f19cc07f30d540fd22df3ccd3417cf;9;2818;Categoria - 009;Sub-categoria - 02818
a0f37058605fcf83daa97d726f1f0635558daf7007b4b4cc8d4cd487fead1981;29;2889;Categoria - 029;Sub-categoria - 02889
3b7a10dd12d0ad55c209e0430542874f8b210aa7dd252e4ac5d517fa11a60674;18;3371;Categoria - 018;Sub-categoria - 03371
1d99bd2aa80b4e162bfd38918c0de73ad016878c28f9bc847c74daddde0f0f99;29;1436;Categoria - 029;Sub-categoria - 01436
ef4a0b1e63a0f4930e6a6c431d41e2eb0f620423816e94ac577ad51e61f32066;6;881;Categoria - 006;Sub-categoria - 00881
362f2d14798d2bba7bee929ecf1224dfbe9b70994c03b623d8e2a0cc9484854d;18;2988;Categoria - 018;Sub-categoria - 02988
bae2a51303e85db15ad15c128437c8b1da5d4db3d4c718ca33cd6f995d1227a0;27;1282;Categoria - 027;Sub-categoria - 01282
2e8954e30ebe8dbb7d4f0833c44f9d0f75a105dfb7a6287d7e676f5ecf112a17;9;494;Categoria - 009;Sub-categoria - 00494
3228b150a8edb51c8344d50867f7e1340d6089560a1b75dccf81437e0005b7b4;4;2500;Categoria - 004;Sub-categoria - 02500
f3be81de720b6bf73b3b53cf08be9ea5a61a7e852db457042a00ac1ab4e1eada;21;1671;Categoria - 021;Sub-categoria - 01671
748c270f22f18721195626821bdb0f820567fb82b2f8a904b0cb9e58e38f92ac;15;456;Categoria - 015;Sub-categoria - 00456
a321f6f25cd461f8110fc1948fc1965b2b9df67e5d64499cdef273ce668dcc05;14;3333;Categoria - 014;Sub-categoria - 03333
22eb2b107b65fb46d860295793044a22d81a6d01237d6c660e0ece12cd8451d9;9;1789;Categoria - 009;Sub-categoria - 01789
4e3c7e1a7c6f43e9d131c323e93c0577329a9fb8d3d19053b03fdb805f9f7fe5;43;3512;Categoria - 043;Sub-categoria - 03512
53f862f82062ef9008873beb3a306b4335a86ca2187fc08e8f7aab6071fd5485;18;35;Categoria - 018;Sub-categoria - 00035
d1950ffbd2dba5d417f54e2a9a15582697d831a3c48f37f67a190b2b04ed667d;16;1151;Categoria - 016;Sub-categoria - 01151
091f6cd18a15b3126c45323c9745f499b00a79861b27b8f51ea455906b995c35;29;3016;Categoria - 029;Sub-categoria - 03016
5184d61ce7ba8a4d8f74d7d9fc18c227abc49551d88ce529ad85c5cbd3094147;19;1388;Categoria - 019;Sub-categoria - 01388
a24a21f3ebab832d47cd933568c926978011dec0ddbe6340933ece28943f7915;27;968;Categoria - 027;Sub-categoria - 00968
3b1da5c9905ef949486eb323269b54c8c5c4c500b760c78b1280d335a6f1eb31;23;3421;Categoria - 023;Sub-categoria - 03421
18b0a504c84c2f45a14fff2d5f8de63a1c071c03d79f3145b725b06f2139d35b;27;617;Categoria - 027;Sub-categoria - 00617
65709766197f392f42f59f9a51966da70ef8c4d0c8449a4651f845d67eb4d995;9;451;Categoria - 009;Sub-categoria - 00451
c21ad8d12744f88283bba2cda8ef7e6a1f6caf2777fb8a255785fbda694ee92c;9;2388;Categoria - 009;Sub-categoria - 02388
89e3a7b0a4e5372dab30c6c54d62e12a9d6b841007f666f4f0cf5ba17ff78c4b;16;3539;Categoria - 016;Sub-categoria - 03539
5895b5e617aa7a60213dd1609201d16e03fc76aa5f73a069cb2452af08548767;16;2109;Categoria - 016;Sub-categoria - 02109
9efe4eec1f676f516daeeba7ea5160a7b60d530f75dfe0017aa274b7ed5fb2da;26;2601;Categoria - 026;Sub-categoria - 02601
7632f1a6cff63a1c496e3121092e24413d0744535141f9e65a89a2fecc4cd975;12;637;Categoria - 012;Sub-categoria - 00637
4db527eb7465faa59f62371c746777b0d2fa29e9c293d41bdb93e7b7a1e035c9;16;2174;Categoria - 016;Sub-categoria - 02174
6de60256a9a49bcf4685f049ce56ba6afe01ee1c649d582260af2b2c70f38c29;34;2265;Categoria - 034;Sub-categoria - 02265
60d3bf3da9d36f8345b9df2b406e55508ed07a823756b43f96f726723fbe8c45;27;1292;Categoria - 027;Sub-categoria - 01292
1ed311e4ef767e495a7bfe397a4e83a9e7484030baf6fa6a80178b4adcf98f68;4;3228;Categoria - 004;Sub-categoria - 03228
44e2a16034c70bb54a4f5336897c87c954482b8fe82e7f650aa54311f13ad003;32;2503;Categoria - 032;Sub-categoria - 02503
9f9f3a3a32f330d79aa65767f01eb54439dcd3d6adfb3a831c943c8c0c9f5c3c;27;623;Categoria - 027;Sub-categoria - 00623
90427870dcdf5604095d2c8edeb2be4c7366b76fd73c6c4c4d9ce292baa71d99;34;3245;Categoria - 034;Sub-categoria - 03245
b5535d51d8f065a67ee60273a192b3b1de07e4514d8786849d1da4087d29f934;9;742;Categoria - 009;Sub-categoria - 00742
d6d3bc8258295a5fb5a7f0da0e9e65e73f75ae08d2124aeb176a08cf3b723dc8;43;1636;Categoria - 043;Sub-categoria - 01636
0d2b648b65df0bc76a811692fe38666f3be58b197bb7685e2233c1cbbe40ca55;24;272;Categoria - 024;Sub-categoria - 00272
a8b9373efbddfbe728ae0c443a139fcbb30d67bb921d2488e5109296235ad3ed;27;3296;Categoria - 027;Sub-categoria - 03296
8f3e68f91e568cd74630630fa8b75e559c4f3cd4267481f4a4466854db673ce0;35;895;Categoria - 035;Sub-categoria - 00895
6aa4d69a40af0cda06087038ad3431e9e488f9ac488b654c9d80a433e7a5c4c0;18;3177;Categoria - 018;Sub-categoria - 03177
e053727f6c2a377e1f431a525aae8615bae4984e1888e1469d5ca3e0ecef2c40;27;1007;Categoria - 027;Sub-categoria - 01007
64cea8eaf57de9f6062b8eda1f66c7be5e458a50db28dd1138159497f3ee19fa;34;2325;Categoria - 034;Sub-categoria - 02325
9d73e1d7b535e63695c9cf4eba37349b0295dbf42f4fe9ed162fbe147673bd04;43;1782;Categoria - 043;Sub-categoria - 01782
cef41487cfdf1fe56c70143aa246f5e888fb9b80d45fa9a36d45b1c3d577e21b;19;1797;Categoria - 019;Sub-categoria - 01797
0b248fde33ef047d3d1b2ecd4620fef7b7753c36e224f2ea909d9ac6e86a87be;5;1770;Categoria - 005;Sub-categoria - 01770
eb3bf7b417795747dfedc2c958f0bfbd0fe6b1c171f7195ba0168d31ef0228d9;26;2714;Categoria - 026;Sub-categoria - 02714
81bc89495edba5e6a0942860a4b03897a0db423dacc0e3a9714d06cea938fc8d;34;3247;Categoria - 034;Sub-categoria - 03247
